lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,country,date
-0.13,-67.09,294.98,98,77,0.62,BR,1594463624
11.97,-85.17,295.71,89,40,3.55,NI,1594463624
62.86,42.71,289.84,76,91,3.76,RU,1594463625
20.98,78.23,306.81,51,90,5.55,IN,1594463625
-14.66,17.69,302.55,14,0,2.65,AO,1594463625
9.19,117.81,299.87,82,100,3.32,PH,1594463625
8.53,34.8,294.45,79,13,2.68,ET,1594463626
-32.03,-52.1,285.37,90,99,0.89,BR,1594463456
55.32,52.07,295.15,73,75,4.0,RU,1594463626
42.19,127.48,291.03,90,96,0.16,CN,1594463626
18.09,-15.98,301.15,74,40,6.2,MR,1594463626
54.77,-101.86,287.27,86,100,2.33,CA,1594463627
-14.47,132.27,301.15,37,1,2.1,AU,1594463627
39.18,-84.53,295.37,88,20,1.5,US,1594463566
17.48,106.6,306.38,56,100,4.04,VN,1594463627
46.49,135.88,288.43,94,36,0.9,RU,1594463627
42.21,-71.69,295.93,88,90,6.2,US,1594463515
34.45,40.92,316.16,9,0,5.03,SY,1594463628
14.2,24.67,299.82,54,73,3.68,SD,1594463628
32.74,-97.11,300.37,78,1,2.6,US,1594463460
2.67,72.89,302.22,73,73,4.1,MV,1594463628
-13.7,-76.22,288.15,87,90,2.1,PE,1594463628
31.46,131.23,303.15,74,75,5.7,JP,1594463629
3.78,72.97,302.07,76,52,4.57,MV,1594463629
32.87,59.22,306.15,16,0,9.3,IR,1594463629
53.75,62.07,305.79,48,15,3.14,KZ,1594463629
47.45,126.93,295.53,71,34,0.68,CN,1594463629
24.8,125.28,303.15,74,20,3.1,JP,1594463630
36.85,-75.98,299.26,83,40,4.1,US,1594463569
47.01,42.21,303.22,27,0,5.01,RU,1594463630
55.93,158.7,287.77,81,72,1.55,RU,1594463630
47.88,-3.92,292.15,59,4,4.1,FR,1594463630
-8.84,13.23,295.15,83,90,2.1,AO,1594463556
6.58,3.75,300.15,83,40,3.1,NG,1594463631
10.99,-74.95,299.15,94,20,1.5,CO,1594463631
-7.84,-79.15,289.14,85,98,1.25,PE,1594463631
36.68,-121.66,287.15,87,1,1.5,US,1594463631
39.41,-74.36,297.15,94,1,3.6,US,1594463632
48.8,44.47,304.15,35,0,5.0,RU,1594463632
-23.18,-45.89,288.15,87,75,1.0,BR,1594463632
-5.36,104.97,299.03,82,91,1.6,ID,1594463632
-6.42,20.8,309.88,21,27,2.94,CD,1594463632
-10.95,-75.23,291.94,62,1,0.78,PE,1594463632
-3.67,152.43,300.02,82,94,3.81,PG,1594463633
46.62,10.7,292.04,93,75,4.6,IT,1594463633
47.75,6.5,294.15,46,20,3.6,FR,1594463633
7.13,40.7,296.2,59,39,1.39,ET,1594463633
32.12,20.07,300.26,58,0,5.65,LY,1594463603
25.52,90.22,297.07,99,99,2.62,IN,1594463465
-4.27,-81.21,290.66,80,96,4.8,PE,1594463634
35.62,-117.67,302.15,20,1,3.6,US,1594463634
-7.96,145.78,298.78,86,100,3.54,PG,1594463634
37.99,-84.48,293.71,88,1,1.5,US,1594463502
13.59,102.97,303.84,70,99,3.57,KH,1594463635
18.67,77.9,304.64,59,100,3.97,IN,1594463635
42.49,78.39,295.04,30,21,4.26,KG,1594463635
-42.77,-65.04,280.37,58,97,13.93,AR,1594463635
-2.67,141.3,299.63,81,100,2.74,PG,1594463635
-8.68,-35.59,296.16,81,12,4.76,BR,1594463636
57.14,-2.1,288.71,62,75,3.6,GB,1594463413
26.06,119.31,303.15,74,65,8.0,CN,1594463636
37.8,-25.58,293.15,72,75,1.5,PT,1594463636
60.12,64.78,303.14,42,14,7.34,RU,1594463637
-16.62,-72.71,286.8,77,56,2.96,PE,1594463637
51.09,54.08,310.62,18,26,1.5,KZ,1594463637
-18.65,-173.98,297.92,80,38,9.56,TO,1594463637
18.0,79.58,303.66,66,100,2.71,IN,1594463637
22.24,68.97,302.85,82,90,8.53,IN,1594463638
10.25,-74.91,297.4,92,100,2.44,CO,1594463638
63.75,-68.51,276.15,86,75,3.1,CA,1594463411
-19.52,45.47,303.19,27,0,3.09,MG,1594463638
18.69,12.92,313.63,15,96,3.9,NE,1594463638
-5.55,150.14,297.6,88,90,2.76,PG,1594463638
41.54,-8.62,303.15,39,0,4.6,PT,1594463604
43.41,-124.22,285.37,100,75,0.88,US,1594463639
35.55,133.23,296.15,88,75,7.7,JP,1594463639
39.93,18.36,304.15,69,5,1.5,IT,1594463639
28.37,129.48,301.15,94,75,2.6,JP,1594463639
46.55,125.12,297.2,61,54,3.03,CN,1594463640
21.12,70.12,302.49,79,90,10.17,IN,1594463640
13.17,44.58,312.38,28,26,4.45,YE,1594463640
-9.44,147.18,297.2,93,100,3.43,PG,1594463640
-20.02,148.23,292.59,88,63,3.69,AU,1594463640
43.55,-5.92,294.82,77,75,6.7,ES,1594463640
-5.13,-49.33,296.15,94,47,0.89,BR,1594463610
-0.72,8.78,300.15,78,40,5.8,GA,1594463641
37.78,-121.98,292.59,51,1,1.23,US,1594463392
35.51,27.21,301.15,61,20,14.4,GR,1594463641
-7.02,-45.48,298.25,56,53,3.95,BR,1594463642
